0,1,-0.020806968
3,3,-0.020843983
4,6,0.01165545
6,8,-0.010773897
8,11,-0.021383047
10,13,-0.018622398
11,16,-0.058412671
12,16,-0.06254977
13,19,-0.105904639
14,19,-0.011546254
14,21,-0.020011663
16,22,-0.024466515
15,23,-0.062241435
17,24,-0.054650187
16,24,-0.118455768
17,24,-0.133994222
16,24,-0.055720806
18,24,-0.02968049
17,24,-0.057857156
17,24,-0.037079573
17,24,-0.137171268
17,23,-0.137686849
17,23,-0.028968453
18,23,-0.027781725
18,23,-0.045691729
18,22,-0.033246517
17,22,-0.08404088
17,22,-0.137126684
18,21,0.005710125
18,21,-0.001688957
18,21,-0.014524937
18,20,-0.012848377
18,20,-0.060551643
18,19,-0.083358049
17,20,-0.02194953
18,18,0.014597416
18,19,0.010058403
18,18,0.029458284
18,18,0.020869732
18,17,-0.040786743
17,17,-0.062343597
18,17,0.025189638
18,17,0.050686121
18,16,0.020929098
17,16,0.043765545
18,15,0.066355705
18,16,-0.022767782
17,15,-0.055092096
18,15,0.022218704
17,16,0.076054573
18,15,0.012924194
17,16,0.055646896
19,17,0.039437771
18,18,-0.009605646
18,18,-0.06210351
19,18,-0.006743908
18,19,0.016639948
19,20,0.004018545
19,21,0.042418003
20,22,-0.005743265
19,22,-0.10579133
20,23,-0.047572613
21,23,-0.02764082
20,24,-0.031366825
21,25,0.021253586
21,26,-0.037884235
21,25,-0.11154294
22,25,-0.006332636
21,26,-0.054725885
22,25,0.020753145
22,26,-0.026960611
22,26,-0.093081713
22,25,-0.042195082
21,24,-0.01639843
23,24,-0.024667978
22,24,0.012183428
22,24,-0.036833525
22,23,-0.042540789
22,23,0.002566099
22,21,0.020920277
22,22,0.031047821
22,22,-0.001746416
22,20,-0.038223982
22,20,0.017676592
21,20,0.027030468
22,19,0.051607609
22,18,0.073480606
21,19,-0.003692865
22,18,-0.009539366
21,17,0.045498848
21,17,0.038158417
21,18,0.062685251
20,18,0.085083008
21,18,-0.002235651
19,19,-0.06804657
20,18,0.002907991
18,19,0.017353058
19,20,-0.00423193
19,19,0.057083607
18,21,-0.017750502
18,20,-0.073728085
17,21,-0.090222597
17,21,0.002082109
16,22,-0.059228897
17,22,0.010815859
16,23,-0.041531324
16,23,-0.085771561
16,23,-0.097073078
14,24,-0.060803652
15,24,-0.088056087
15,24,-0.0530653
14,24,-0.044270341
15,23,-0.065951347
15,24,-0.074009895
14,24,-0.063800573
15,23,-0.078469515
16,24,-0.052141905
15,23,-0.029838324
16,21,-0.007903337
17,21,-0.016407728
16,22,-0.048409939
16,22,-0.060644865
17,22,-0.050980806
16,22,-0.005990982
17,22,-0.013817787
16,21,-0.008140802
17,21,-0.030424356
16,22,-0.060411453
17,20,-0.037412405
17,21,-0.018803358
17,21,-0.012349844
17,20,0.008810282
17,21,-0.009108782
17,20,-0.047117472
18,20,-0.033261538
18,20,-0.007145882
17,20,-0.017902851
18,19,0.007250309
18,19,0.030997276
19,20,-0.027841091
18,19,-0.013806105
19,19,-0.015258789
18,18,-0.010940075
19,18,0.002748728
18,19,0.041457415
19,18,0.012470484
19,18,-0.011741877
20,18,-0.001505136
19,17,-0.015197992
20,17,0.002690554
19,17,0.050448418
20,17,0.041145802
20,17,-0.00739193
20,17,0.004406452
19,17,0.002782345
20,17,0.021755219
20,17,0.021248579
20,17,0.02055788
19,17,0.034311533
20,17,-0.003437281
19,17,0.006962061
20,18,-0.003774643
19,17,0.001879454
19,18,0.032931089
20,18,0.042114258
19,18,-0.005433559
18,18,-0.015087605
19,18,-0.017364979
20,18,0.016185045
19,19,-0.005092621
18,19,0.026704311
